 Time   Pos.   MSD   INS/GPS
45.2000 2.5641 2.5930 2.6137
45.2500 2.5633 2.5954 2.6137
45.3000 2.5612 2.5965 2.6117
45.3500 2.5590 2.5964 2.6092
45.4000 2.5561 2.5951 2.6063
45.4500 2.5525 2.5928 2.6026
45.5000 2.5474 2.5892 2.5979
45.5500 2.5409 2.5844 2.5916
45.6000 2.5336 2.5784 2.5841
45.6500 2.5268 2.5716 2.5765
45.7000 2.5201 2.5641 2.5694
45.7500 2.5129 2.5561 2.5620
45.8000 2.5054 2.5477 2.5541
45.8500 2.4976 2.5389 2.5460
45.9000 2.4899 2.5299 2.5376
45.9500 2.4820 2.5207 2.5296
46.0000 2.4725 2.5111 2.5205
46.0500 2.4617 2.5008 2.5096
46.1000 2.4514 2.4902 2.4986
46.1500 2.4405 2.4791 2.4879
46.2000 2.4287 2.4676 2.4761
46.2500 2.4174 2.4557 2.4640
46.3000 2.4070 2.4438 2.4527
46.3500 2.3985 2.4323 2.4431
46.4000 2.3896 2.4211 2.4344
46.4500 2.3803 2.4100 2.4249
46.5000 2.3704 2.3990 2.4149
46.5500 2.3607 2.3881 2.4049
46.6000 2.3494 2.3768 2.3943
46.6500 2.3371 2.3651 2.3821
46.7000 2.3242 2.3527 2.3694
46.7500 2.3089 2.3394 2.3552
46.8000 2.2919 2.3248 2.3385
46.8500 2.2751 2.3092 2.3212
46.9000 2.2583 2.2927 2.3045
46.9500 2.2390 2.2751 2.2865
47.0000 2.2177 2.2559 2.2658
47.0500 2.1953 2.2354 2.2435
47.1000 2.1725 2.2136 2.2208
47.1500 2.1477 2.1905 2.1970
47.2000 2.1213 2.1658 2.1711
47.2500 2.0935 2.1398 2.1438
47.3000 2.0646 2.1123 2.1150
47.3500 2.0361 2.0839 2.0860
47.4000 2.0076 2.0548 2.0574
47.4500 1.9787 2.0250 2.0285
47.5000 1.9496 1.9949 1.9994
47.5500 1.9187 1.9641 1.9691
47.6000 1.8864 1.9325 1.9368
47.6500 1.8529 1.9002 1.9035
47.7000 1.8180 1.8668 1.8685
47.7500 1.7836 1.8329 1.8331
47.8000 1.7494 1.7986 1.7985
47.8500 1.7141 1.7638 1.7635
47.9000 1.6770 1.7283 1.7265
47.9500 1.6416 1.6925 1.6894
48.0000 1.6070 1.6568 1.6543
48.0500 1.5713 1.6210 1.6187
48.1000 1.5360 1.5852 1.5829
48.1500 1.4990 1.5491 1.5465
48.2000 1.4623 1.5129 1.5090
48.2500 1.4272 1.4769 1.4728
48.3000 1.3942 1.4416 1.4386
48.3500 1.3634 1.4074 1.4067
48.4000 1.3349 1.3745 1.3771
48.4500 1.3088 1.3434 1.3501
48.5000 1.2839 1.3140 1.3251
48.5500 1.2592 1.2861 1.3004
48.6000 1.2356 1.2595 1.2765
48.6500 1.2126 1.2341 1.2537
48.7000 1.1889 1.2095 1.2307
48.7500 1.1653 1.1854 1.2072
48.8000 1.1422 1.1618 1.1841
48.8500 1.1184 1.1382 1.1612
48.9000 1.0920 1.1141 1.1362
48.9500 1.0643 1.0890 1.1093
49.0000 1.0338 1.0625 1.0800
49.0500 1.0031 1.0347 1.0491
49.1000 0.9717 1.0055 1.0181
49.1500 0.9392 0.9749 0.9863
49.2000 0.9036 0.9425 0.9521
49.2500 0.8657 0.9081 0.9152
49.3000 0.8247 0.8713 0.8754
49.3500 0.7817 0.8322 0.8328
49.4000 0.7368 0.7909 0.7883
49.4500 0.6921 0.7477 0.7428
49.5000 0.6482 0.7034 0.6979
49.5500 0.6056 0.6586 0.6545
49.6000 0.5619 0.6132 0.6113
49.6500 0.5166 0.5672 0.5662
49.7000 0.4716 0.5209 0.5203
49.7500 0.4283 0.4748 0.4757
49.8000 0.3867 0.4295 0.4332
49.8500 0.3458 0.3849 0.3917
49.9000 0.3068 0.3416 0.3518
49.9500 0.2676 0.2993 0.3129
